Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Fix versions,Due date,Votes,Labels,Labels,Description,Environment,Watchers,Watchers,Watchers Id,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Custom field (Academy Requests),Custom field (Access Card),Custom field (Access Card Request),Custom field (Actual end),Custom field (Actual start),Custom field (Add Participants),Custom field (Add Participants),Custom field (Add Participants),Custom field (Add Participants)Id,Custom field (Add Participants)Id,Custom field (Add Participants)Id,Custom field (AddressedTo),Custom field (Affected hardware),Custom field (Affected services),Custom field (Approvals),Custom field (Approvers),Custom field (Approvers)Id,Custom field (Backout plan),Custom field (Category),Custom field (Change reason),Custom field (Change risk),Custom field (Change type),Custom field (Complaint Type),Custom field (Development),Custom field (Document Change Type),Custom field (Document URL),Custom field (EDA Tools),Custom field (Employee Relations Request),Custom field (Epic Color),Custom field (Epic Name),Custom field (Epic Status),Custom field (Focus Areas),Custom field (Goals),Custom field (HRIS),Custom field (Hardware Type),Custom field (ID),Custom field (ID),Custom field (ID Numbers Only),Custom field (IT Priority),Custom field (Impact),Custom field (Implementation plan),Custom field (Include Salary),Custom field (Investigation reason),Custom field (Issue color),Custom field (Language),Custom field (Location),Custom field (Location),Custom field (Locked forms),Custom field (Maintenance Type),Custom field (Major incident),Custom field (Medical Insurance Request),Custom field (Open forms),Custom field (Operational categorization),Custom field (Organization Development Request),Custom field (Organizations),Custom field (Others),Custom field (Others)Id,Custom field (Participants),Custom field (Participants)Id,Custom field (Payroll Calculation),Custom field (Pending reason),Custom field (Performance Management Request),Custom field (Personal Document Type),Custom field (Planned end),Custom field (Planned start),Custom field (Priority Security Queue),Custom field (Product categorization),Custom field (Project),Custom field (Project overview key),Custom field (Project overview status),Custom field (Rank),Custom field (Referral Program Request),Custom field (Request Type),Custom field (Request Type),Custom field (Request language),Custom field (Request participants),Custom field (Request participants),Custom field (Request participants),Custom field (Responders),Custom field (Root cause),Custom field (Salary Included),Satisfaction rating,Custom field (Satisfaction date),Custom field (Sentiment),Custom field (Severity),Custom field (Si-Desking Request),Custom field (Source),Custom field (Start date),Custom field (Story Points),Custom field (Story point estimate),Custom field (Submitted forms),Custom field (Synopsys Request),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Test plan),Custom field (Time to close after resolution),Custom field (Time to done),Custom field (Time to first response),Custom field (Time to resolution),Custom field (Time to review normal change),Custom field (Time to triage normal change),Custom field (Total forms),Custom field (Urgency),Custom field (Vacation Type),Custom field (Vacations Request),Custom field (Vulnerability),Custom field (Work category),Custom field (Workaround),Custom field ([CHART] Date of First Response),Custom field ([CHART] Time in Status),Custom field (uuid),Comment,Comment,Comment,Comment,Comment,Comment,Comment,Status Category,Status Category Changed
I've not receive my permanent ID yet ,SVF-6093,49638,Facility Service Request,In Progress,SVF,Facilities,service_desk,omar.abdelbaset,712020:b231eb7c-3e66-407e-9004-e197c85d54b2,,Low,,Aya Hussein,712020:81232768-8a4e-45cc-9334-1245469ab21f,Aliaa Mohamed,712020:ede24f13-2eec-431d-bcf6-09a55ebf178f,Aliaa Mohamed,712020:ede24f13-2eec-431d-bcf6-09a55ebf178f,17/May/26 11:42 AM,17/May/26 11:56 AM,,,,,0,,,I've not receive my permanent ID yet. Since I got hired I got my temp ID but the permanent ID did not get it it. I’ve asked one of the facilities and she told me that she will check but no response yet. All the people got hired with me at the same day and the days after got their ID except me.,,,,,,,,,,,,,,17/May/26 11:42 AM;ug:02a5b455-da8d-4976-90e6-57aea1329837;Personal photo.jpg;https://itsupportsivision.atlassian.net/rest/api/3/attachment/content/28513,,,,,,,,,,,,Access Card Replacement,Access Card Replacement,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@146043b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i02tpb:,,,ID replacement,English,qm:f7fca398-50a3-4af2-b97c-d37dbdf1f9ed:2862ba4c-266b-4c40-8463-f9fef0fb755a(qm:f7fca398-50a3-4af2-b97c-d37dbdf1f9ed:2862ba4c-266b-4c40-8463-f9fef0fb755a),,,,,Yes,,,,,,,,,,,,,,,,,,8:00,80:00,,,,,,,,service-request,,,,,17/May/26 11:42 AM;712020:ede24f13-2eec-431d-bcf6-09a55ebf178f;!Personal photo.jpg|thumbnail!,,,,,,,In Progress,17/May/26 11:56 AM
I need a Notebook,SVF-6092,49637,[System] Service request,Resolved,SVF,Facilities,service_desk,omar.abdelbaset,712020:b231eb7c-3e66-407e-9004-e197c85d54b2,,Medium,Done,omar.abdelbaset,712020:b231eb7c-3e66-407e-9004-e197c85d54b2,Mostafa Saleh,712020:601dc7e3-fc42-4f84-9453-95cc387b505a,Mostafa Saleh,712020:601dc7e3-fc42-4f84-9453-95cc387b505a,17/May/26 11:38 AM,17/May/26 12:11 PM,,17/May/26 12:11 PM,,,0,,,,,Aya Hussein,,712020:81232768-8a4e-45cc-9334-1245469ab21f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@112ee07b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i02tp3:,,,Notebook,English,,,,,,Yes,,,,,,,,,,,,,,,,,,6:00,32:00,,,,,,,,service-request,,2026-05-17 08:58:00.663,1_*:*_1_*:*_1154328_*|*_3_*:*_1_*:*_0_*|*_10001_*:*_1_*:*_7268,,"17/May/26 11:58 AM;712020:81232768-8a4e-45cc-9334-1245469ab21f;Dear ,

Thank you for reaching out to us. We have received your ticket . Our team is reviewing your request and will get back to you with a resolution or update as soon as possible
regards

Facilities team",,,,,,,Done,17/May/26 12:11 PM
Kitkat Meeting Room in HQ-floor 3,SVF-6091,49636,Facility Service Request,In Progress,SVF,Facilities,service_desk,omar.abdelbaset,712020:b231eb7c-3e66-407e-9004-e197c85d54b2,,High,,Aya Hussein,712020:81232768-8a4e-45cc-9334-1245469ab21f,Abdelrahman Maher,712020:ef440c98-0ace-44c1-87d4-feee42b89dca,Abdelrahman Maher,712020:ef440c98-0ace-44c1-87d4-feee42b89dca,17/May/26 11:34 AM,17/May/26 11:58 AM,,,,,0,,,Air conditioner not cooling properly Kitkat Meeting Room in HQ-floor 3,,Aya Hussein,,712020:81232768-8a4e-45cc-9334-1245469ab21f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@52a3e4bc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i02tov:,,,AC not cooling properly,English,,,,,,Yes,,,,,,,,,,,,,,,,,,3:00,16:00,,,,,,,,service-request,,2026-05-17 08:58:16.421,,,"17/May/26 11:58 AM;712020:81232768-8a4e-45cc-9334-1245469ab21f;Dear ,

Thank you for reaching out to us. We have received your ticket . Our team is reviewing your request and will get back to you with a resolution or update as soon as possible
regards

Facilities team",,,,,,,In Progress,17/May/26 11:58 AM
"Hi, I need a mouse battery size AA desk 1,92 1st floor main building , thanks in advance ",SVF-6090,49634,[System] Service request,Resolved,SVF,Facilities,service_desk,omar.abdelbaset,712020:b231eb7c-3e66-407e-9004-e197c85d54b2,,High,Done,omar.abdelbaset,712020:b231eb7c-3e66-407e-9004-e197c85d54b2,Norhan Ashraf Ahmed,712020:2ea8b2cf-4b21-4f61-82be-bf1bc351bbfb,Norhan Ashraf Ahmed,712020:2ea8b2cf-4b21-4f61-82be-bf1bc351bbfb,17/May/26 11:33 AM,17/May/26 12:39 PM,,17/May/26 12:39 PM,,,0,,,"Hi, I need a mouse battery size AA desk 1,92 1st floor main building , thanks in advance ",,Aya Hussein,,712020:81232768-8a4e-45cc-9334-1245469ab21f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@708bbf5d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i02tof:,,,Mouse Battery,English,,,,,,Yes,,,,,,,,,,,,,,,,,,3:00,16:00,,,,,,,,service-request,,2026-05-17 08:58:28.572,1_*:*_1_*:*_1506965_*|*_3_*:*_1_*:*_0_*|*_10001_*:*_1_*:*_7729,,"17/May/26 11:58 AM;712020:81232768-8a4e-45cc-9334-1245469ab21f;Dear ,

Thank you for reaching out to us. We have received your ticket . Our team is reviewing your request and will get back to you with a resolution or update as soon as possible
regards

Facilities team",,,,,,,Done,17/May/26 12:39 PM
I need a note book and a pen,SVF-6089,49633,[System] Service request,In Progress,SVF,Facilities,service_desk,omar.abdelbaset,712020:b231eb7c-3e66-407e-9004-e197c85d54b2,,Low,,omar.abdelbaset,712020:b231eb7c-3e66-407e-9004-e197c85d54b2,Aliaa Mohamed,712020:ede24f13-2eec-431d-bcf6-09a55ebf178f,Aliaa Mohamed,712020:ede24f13-2eec-431d-bcf6-09a55ebf178f,17/May/26 11:32 AM,17/May/26 11:58 AM,,,,,0,,,I need a note book and a pen,,Aya Hussein,,712020:81232768-8a4e-45cc-9334-1245469ab21f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@321190e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i02to7:,,,Extra Supplies Request,English,,,,,,Yes,,,,,,,,,,,,,,,,,,8:00,80:00,,,,,,,,service-request,,2026-05-17 08:58:41.074,,,"17/May/26 11:58 AM;712020:81232768-8a4e-45cc-9334-1245469ab21f;Dear ,

Thank you for reaching out to us. We have received your ticket . Our team is reviewing your request and will get back to you with a resolution or update as soon as possible
regards

Facilities team",,,,,,,In Progress,17/May/26 11:58 AM
request for a notebook and pen,SVF-6088,49631,[System] Service request,Resolved,SVF,Facilities,service_desk,omar.abdelbaset,712020:b231eb7c-3e66-407e-9004-e197c85d54b2,,Medium,Done,omar.abdelbaset,712020:b231eb7c-3e66-407e-9004-e197c85d54b2,Asmaa Samir,712020:19e49d31-0e7b-478e-a317-03fe85f03acf,Asmaa Samir,712020:19e49d31-0e7b-478e-a317-03fe85f03acf,17/May/26 11:26 AM,17/May/26 1:26 PM,,17/May/26 12:40 PM,,,0,,,,,Aya Hussein,,712020:81232768-8a4e-45cc-9334-1245469ab21f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@32fd9954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i02tnr:,,,Notebook,English,,,,,,Yes,5,17/May/26 1:26 PM,,,,,,,,,,,,,,,,6:00,32:00,,,,,,,,service-request,,2026-05-17 08:58:54.422,1_*:*_1_*:*_1916329_*|*_3_*:*_1_*:*_0_*|*_10001_*:*_1_*:*_7286,,"17/May/26 11:58 AM;712020:81232768-8a4e-45cc-9334-1245469ab21f;Dear ,

Thank you for reaching out to us. We have received your ticket . Our team is reviewing your request and will get back to you with a resolution or update as soon as possible
regards

Facilities team",,,,,,,Done,17/May/26 12:40 PM
Note Book,SVF-6087,49629,[System] Service request,Resolved,SVF,Facilities,service_desk,omar.abdelbaset,712020:b231eb7c-3e66-407e-9004-e197c85d54b2,,Medium,Done,omar.abdelbaset,712020:b231eb7c-3e66-407e-9004-e197c85d54b2,Abdelrahman Sherif,712020:07aa940f-0f4c-4829-a71a-141dab16f291,Abdelrahman Sherif,712020:07aa940f-0f4c-4829-a71a-141dab16f291,17/May/26 11:26 AM,17/May/26 12:11 PM,,17/May/26 12:11 PM,,,0,,,I have received a Note Book . ,,Aya Hussein,,712020:81232768-8a4e-45cc-9334-1245469ab21f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@3ad4345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i02tnb:,,,Notebook,English,,,,,,Yes,,,,,,,,,,,,,,,,,,6:00,32:00,,,,,,,,service-request,,2026-05-17 08:59:06.411,1_*:*_1_*:*_1967942_*|*_3_*:*_1_*:*_0_*|*_10001_*:*_1_*:*_8370,,"17/May/26 11:59 AM;712020:81232768-8a4e-45cc-9334-1245469ab21f;Dear ,

Thank you for reaching out to us. We have received your ticket . Our team is reviewing your request and will get back to you with a resolution or update as soon as possible
regards

Facilities team",,,,,,,Done,17/May/26 12:11 PM
I forget my ID,SVF-6086,49626,Facility Service Request,Resolved,SVF,Facilities,service_desk,omar.abdelbaset,712020:b231eb7c-3e66-407e-9004-e197c85d54b2,,Critical,Done,Aya Hussein,712020:81232768-8a4e-45cc-9334-1245469ab21f,Ahmed Morsi,712020:37e72028-9644-4a75-a257-2f354251c49d,Ahmed Morsi,712020:37e72028-9644-4a75-a257-2f354251c49d,17/May/26 11:15 AM,17/May/26 11:16 AM,,17/May/26 11:16 AM,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@2a755b7b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i02tmn:,,,I forgot my ID,English,,,,,,Yes,,,,,,,,,,,,,,,,,,0:14,0:45,,,,,,,,service-request,,,1_*:*_1_*:*_37710_*|*_3_*:*_1_*:*_0,,,,,,,,,Done,17/May/26 11:16 AM
Forgot my ID,SVF-6085,49623,Facility Service Request,Resolved,SVF,Facilities,service_desk,omar.abdelbaset,712020:b231eb7c-3e66-407e-9004-e197c85d54b2,,Critical,Done,Aya Hussein,712020:81232768-8a4e-45cc-9334-1245469ab21f,Heba Magdy,712020:30481edd-0efe-4662-9bb4-1bad9ccae402,Heba Magdy,712020:30481edd-0efe-4662-9bb4-1bad9ccae402,17/May/26 11:06 AM,17/May/26 11:07 AM,,17/May/26 11:07 AM,,,0,,,Forgot my ID.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@1361b6e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i02tlz:,,,I forgot my ID,English,,,,,,Yes,,,,,,,,,,,,,,,,,,0:14,0:45,,,,,,,,service-request,,,1_*:*_1_*:*_37522_*|*_3_*:*_1_*:*_0,,,,,,,,,Done,17/May/26 11:07 AM
Forgot my ID,SVF-6084,49621,Facility Service Request,Resolved,SVF,Facilities,service_desk,omar.abdelbaset,712020:b231eb7c-3e66-407e-9004-e197c85d54b2,,Critical,Done,Aya Hussein,712020:81232768-8a4e-45cc-9334-1245469ab21f,Sherif Elhosainy,712020:59e13280-6858-4c4d-a180-08133b5d9fe9,Sherif Elhosainy,712020:59e13280-6858-4c4d-a180-08133b5d9fe9,17/May/26 10:58 AM,17/May/26 11:01 AM,17/May/26 11:12 AM,17/May/26 11:01 AM,,,0,,,,,Aya Hussein,,712020:81232768-8a4e-45cc-9334-1245469ab21f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@6b7b534f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i02tlj:,,,I forgot my ID,English,,,,,,Yes,,,,,,,,,,,,,,,,,,0:14,0:45,,,,,,,,service-request,,2026-05-17 07:58:55.789,1_*:*_1_*:*_12998_*|*_3_*:*_1_*:*_0,,"17/May/26 10:58 AM;712020:81232768-8a4e-45cc-9334-1245469ab21f;Dear ,

Thank you for reaching out to us. We have received your ticket . Our team is reviewing your request and will get back to you with a resolution or update as soon as possible
regards

Facilities team",,,,,,,Done,17/May/26 11:01 AM
تحتاج ظبط,SVF-6083,49618,[System] Service request,In Progress,SVF,Facilities,service_desk,omar.abdelbaset,712020:b231eb7c-3e66-407e-9004-e197c85d54b2,,High,,omar.abdelbaset,712020:b231eb7c-3e66-407e-9004-e197c85d54b2,Abdelfattah Soliman,712020:38a08a0d-6920-462a-bfe5-5020d43fdd1a,Abdelfattah Soliman,712020:38a08a0d-6920-462a-bfe5-5020d43fdd1a,17/May/26 10:44 AM,17/May/26 10:57 AM,,,,,0,,,حمام رجال L,,Aya Hussein,,712020:81232768-8a4e-45cc-9334-1245469ab21f,,,,,,,,,,17/May/26 10:43 AM;3093dcf0-0cc3-46f9-a42c-9c1dac46f5d8;IMG-20260517-WA0007.jpg;https://itsupportsivision.atlassian.net/rest/api/3/attachment/content/28508,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@7cb9b601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i02tkv:,,,Changing Defected Lamp,English,,,,,,Yes,,,,,,,,,,,,,,,,,,3:00,16:00,,,,,,,,service-request,,2026-05-17 07:57:34.443,,,17/May/26 10:44 AM;712020:38a08a0d-6920-462a-bfe5-5020d43fdd1a;!IMG-20260517-WA0007.jpg|thumbnail!,"17/May/26 10:57 AM;712020:81232768-8a4e-45cc-9334-1245469ab21f;Dear ,

Thank you for reaching out to us. We have received your ticket . Our team is reviewing your request and will get back to you with a resolution or update as soon as possible
regards

Facilities team",,,,,,In Progress,17/May/26 10:57 AM
Need Notebook and pin,SVF-6082,49614,[System] Service request,Resolved,SVF,Facilities,service_desk,omar.abdelbaset,712020:b231eb7c-3e66-407e-9004-e197c85d54b2,,Low,Done,omar.abdelbaset,712020:b231eb7c-3e66-407e-9004-e197c85d54b2,Abdallah Kishk,712020:70a3aae0-6b4f-4943-bf64-d6973411c707,Abdallah Kishk,712020:70a3aae0-6b4f-4943-bf64-d6973411c707,17/May/26 10:23 AM,17/May/26 12:52 PM,,17/May/26 12:40 PM,,,0,,,Need one Notebook and pin,,Aya Hussein,,712020:81232768-8a4e-45cc-9334-1245469ab21f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@55113316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i02tjz:,,,Extra Supplies Request,English,,,,,,Yes,5,17/May/26 12:52 PM,,,,,,,,,,,,,,,,8:00,80:00,,,,,,,,service-request,,2026-05-17 07:57:45.962,1_*:*_1_*:*_2040043_*|*_3_*:*_1_*:*_0_*|*_10001_*:*_1_*:*_8439,,"17/May/26 10:29 AM;712020:70a3aae0-6b4f-4943-bf64-d6973411c707;My Place is in B2, Lower Ground Floor, in hekma section","17/May/26 10:57 AM;712020:81232768-8a4e-45cc-9334-1245469ab21f;Dear ,

Thank you for reaching out to us. We have received your ticket . Our team is reviewing your request and will get back to you with a resolution or update as soon as possible
regards

Facilities team",,,,,,Done,17/May/26 12:40 PM
i need notebook in B2 1st floor,SVF-6081,49613,[System] Service request,Resolved,SVF,Facilities,service_desk,omar.abdelbaset,712020:b231eb7c-3e66-407e-9004-e197c85d54b2,,Medium,Done,omar.abdelbaset,712020:b231eb7c-3e66-407e-9004-e197c85d54b2,Bahy Gamal,712020:392d76b5-1d8b-4a19-aadd-1f9e158204b6,Bahy Gamal,712020:392d76b5-1d8b-4a19-aadd-1f9e158204b6,17/May/26 10:15 AM,17/May/26 12:06 PM,,17/May/26 11:37 AM,,,0,,,,,Aya Hussein,,712020:81232768-8a4e-45cc-9334-1245469ab21f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@50963aec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i02tjr:,,,Notebook,English,,,,,,Yes,5,17/May/26 12:06 PM,,,,,,,,,,,,,,,,6:00,32:00,,,,,,,,service-request,,2026-05-17 07:58:00.571,1_*:*_1_*:*_2522818_*|*_3_*:*_1_*:*_0_*|*_10001_*:*_1_*:*_9601,,"17/May/26 10:58 AM;712020:81232768-8a4e-45cc-9334-1245469ab21f;Dear ,

Thank you for reaching out to us. We have received your ticket . Our team is reviewing your request and will get back to you with a resolution or update as soon as possible
regards

Facilities team",,,,,,,Done,17/May/26 11:37 AM
Left ID at home - Need a temp ID for today,SVF-6080,49608,Facility Service Request,Resolved,SVF,Facilities,service_desk,omar.abdelbaset,712020:b231eb7c-3e66-407e-9004-e197c85d54b2,,Critical,Done,omar.abdelbaset,712020:b231eb7c-3e66-407e-9004-e197c85d54b2,mohamed.radwan,712020:b85bb667-30c0-48cb-bae3-ef7f68b369f7,mohamed.radwan,712020:b85bb667-30c0-48cb-bae3-ef7f68b369f7,17/May/26 9:35 AM,17/May/26 10:35 AM,17/May/26 10:35 AM,17/May/26 10:35 AM,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@206148e9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i02tin:,,,I forgot my ID,English,,,,,,Yes,,,,,,,,,,,,,,,,,,-0:45,0:45,,,,,,,,service-request,,,1_*:*_1_*:*_3634890_*|*_5_*:*_1_*:*_0,,,,,,,,,Done,17/May/26 10:35 AM
I forgot my ID,SVF-6079,49606,Facility Service Request,Resolved,SVF,Facilities,service_desk,omar.abdelbaset,712020:b231eb7c-3e66-407e-9004-e197c85d54b2,,Critical,Done,omar.abdelbaset,712020:b231eb7c-3e66-407e-9004-e197c85d54b2,Ahmed Hossam,712020:8e59ebf5-8ab3-42e4-a336-3abd365f012b,Ahmed Hossam,712020:8e59ebf5-8ab3-42e4-a336-3abd365f012b,17/May/26 9:27 AM,17/May/26 9:29 AM,17/May/26 9:29 AM,17/May/26 9:29 AM,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@2f30c62b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i02ti7:,,,I forgot my ID,English,,,,,,Yes,,,,,,,,,,,,,,,,,,0:13,0:45,,,,,,,,service-request,,,1_*:*_1_*:*_115160_*|*_5_*:*_1_*:*_0,,,,,,,,,Done,17/May/26 9:29 AM
I frogot my ID,SVF-6078,49603,Facility Service Request,Resolved,SVF,Facilities,service_desk,omar.abdelbaset,712020:b231eb7c-3e66-407e-9004-e197c85d54b2,,Critical,Done,omar.abdelbaset,712020:b231eb7c-3e66-407e-9004-e197c85d54b2,Mohamed Elsayeh,712020:7cc0bd83-fd0b-4613-8e10-b3a90efbd302,Mohamed Elsayeh,712020:7cc0bd83-fd0b-4613-8e10-b3a90efbd302,17/May/26 8:59 AM,17/May/26 9:09 AM,17/May/26 9:09 AM,17/May/26 9:09 AM,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@6f4d49e9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i02thj:,,,I forgot my ID,English,,,,,,Yes,,,,,,,,,,,,,,,,,,0:04,0:45,,,,,,,,service-request,,,1_*:*_1_*:*_642229_*|*_5_*:*_1_*:*_0,,,,,,,,,Done,17/May/26 9:09 AM
كشاف بيرعش,SVF-6077,49569,[System] Service request,Resolved,SVF,Facilities,service_desk,omar.abdelbaset,712020:b231eb7c-3e66-407e-9004-e197c85d54b2,,High,Done,omar.abdelbaset,712020:b231eb7c-3e66-407e-9004-e197c85d54b2,Security Offices,712020:1025a442-7c0c-4dc6-a448-b7781c8f7bfc,Security Offices,712020:1025a442-7c0c-4dc6-a448-b7781c8f7bfc,17/May/26 4:44 AM,17/May/26 11:15 AM,17/May/26 9:28 AM,17/May/26 11:15 AM,,,0,,,كشاف بيرعش في مدخل الدور الاول المبنى الجديد,,Aya Hussein,,712020:81232768-8a4e-45cc-9334-1245469ab21f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@110c2168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i02th3:,,,Changing Defected Lamp,English,,,,,,Yes,,,,,,,,,,,,,,,,,,3:00,16:00,,,,,,,,service-request,,2026-05-17 07:58:19.932,1_*:*_1_*:*_22436347_*|*_3_*:*_1_*:*_0_*|*_10001_*:*_1_*:*_9669,,"17/May/26 10:58 AM;712020:81232768-8a4e-45cc-9334-1245469ab21f;Dear ,

Thank you for reaching out to us. We have received your ticket . Our team is reviewing your request and will get back to you with a resolution or update as soon as possible
regards

Facilities team",,,,,,,Done,17/May/26 11:15 AM
A,SVF-6076,49435,[System] Service request,Resolved,SVF,Facilities,service_desk,omar.abdelbaset,712020:b231eb7c-3e66-407e-9004-e197c85d54b2,,High,Done,omar.abdelbaset,712020:b231eb7c-3e66-407e-9004-e197c85d54b2,Security Offices,712020:1025a442-7c0c-4dc6-a448-b7781c8f7bfc,Security Offices,712020:1025a442-7c0c-4dc6-a448-b7781c8f7bfc,16/May/26 5:50 AM,16/May/26 3:23 PM,16/May/26 3:29 PM,16/May/26 3:23 PM,,,0,,,"اسبوت لا يعمل بحمام سيدات الدور الثاني 

",,,,,,,,,,,,,,16/May/26 5:50 AM;ug:0455aefa-1f50-4a29-8a9f-00eff4b5b5b9;IMG-20260516-WA0000.jpg;https://itsupportsivision.atlassian.net/rest/api/3/attachment/content/28432,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@2135dd71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i02tfr:,,,Changing Defected Lamp,English,,,,,,Yes,,,,,,,,,,,,,,,,,,3:00,16:00,,,,,,,,service-request,,,1_*:*_1_*:*_34403736_*|*_10001_*:*_1_*:*_0,,16/May/26 5:50 AM;712020:1025a442-7c0c-4dc6-a448-b7781c8f7bfc;!IMG-20260516-WA0000.jpg|thumbnail!,,,,,,,Done,16/May/26 3:23 PM
